id,name,bpm,nps
432,AllMapsGroupedV1,129.0,460.0
286,AllMapsGroupedV1,100.0,480.0
387,AllMapsGroupedV1,120.0,510.0
662,AllMapsGroupedV1,180.0,1513.0
373,AllMapsGroupedV1,120.0,1600.0
940,AllMapsGroupedV1,310.0,7936.0
295,AllMapsGroupedV1,100.0,99999.0
1,default,120.0,5.0
10,ISeeFire,170.0,5.91
15,testPattern,80.0,2.0
